         22690073 function calls (22405082 primitive calls) in 7.792 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parquet.py:110(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:146(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:251(FastParquetImpl)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        4    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:419(_checknetloc)
        2    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:797(Quoter)
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1043(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1053(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1066(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1578(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1585(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:295(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:404(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:409(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:503(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:528(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:534(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:550(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:581(_RecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:653(PurePath)
        2    0.000    0.000    0.000    0.000 period.py:1(<module>)
        1    0.000    0.000    0.000    0.000 period.py:107(PeriodArray)
        1    0.000    0.000    0.000    0.000 period.py:75(PeriodIndex)
       12    0.000    0.000    0.000    0.000 period.py:96(_field_accessor)
        2    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:198(Unpickler)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:75(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:93(_LoadSparseFrame)
        1    0.000    0.000    0.000    0.000 pivot.py:1(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:1008(_sys_version)
        2    0.000    0.000    0.000    0.000 platform.py:1112(python_implementation)
        1    0.000    0.000    0.005    0.005 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:747(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:779(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:785(uname_result)
        1    0.000    0.000    0.000    0.000 platform.py:830(uname)
        1    0.000    0.000    0.000    0.000 platform.py:956(machine)
        2    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1471(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        3    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        6    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        6    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        2    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printing.py:507(PrettyDict)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.004    0.004 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 pyarrow.py:1(<module>)
        2    0.000    0.000    0.001    0.000 pytables.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:168(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 pytables.py:172(ClosedFileError)
        1    0.000    0.000    0.000    0.000 pytables.py:176(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:1836(TableIterator)
        1    0.000    0.000    0.000    0.000 pytables.py:187(AttributeConflictWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:1948(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:197(DuplicateWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:2241(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2270(DataCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2555(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2582(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2588(Fixed)
        1    0.000    0.000    0.000    0.000 pytables.py:265(FilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2764(GenericFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2768(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3118(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3150(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3245(FrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3250(Table)
        1    0.000    0.000    0.000    0.000 pytables.py:326(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:334(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:380(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:386(UnaryOp)
        1    0.000    0.000    0.000    0.000 pytables.py:40(PyTablesScope)
        1    0.000    0.000    0.000    0.000 pytables.py:406(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:4244(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4274(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4503(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4603(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4652(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4669(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4735(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:488(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:517(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 pytables.py:5184(Selection)
        1    0.000    0.000    0.000    0.000 pytables.py:56(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:624(TermValue)
        1    0.000    0.000    0.000    0.000 pytables.py:89(Constant)
        1    0.000    0.000    0.000    0.000 pytables.py:98(BinOp)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1127(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 python_parser.py:1243(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 python_parser.py:52(PythonParser)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:101(Random)
        2    0.000    0.000    0.000    0.000 random.py:117(__init__)
        1    0.000    0.000    0.000    0.000 random.py:126(seed)
        1    0.000    0.000    0.000    0.000 random.py:217(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:778(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:791(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:805(seed)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        2    0.000    0.000    0.000    0.000 range.py:112(__new__)
        2    0.000    0.000    0.000    0.000 range.py:167(_simple_new)
   139474    0.018    0.000    0.018    0.000 range.py:427(__iter__)
        1    0.000    0.000    0.000    0.000 range.py:63(RangeIndex)
       14    0.000    0.000    0.000    0.000 range.py:909(__len__)
      315    0.000    0.000    0.000    0.000 re.py:188(match)
      310    0.000    0.000    0.004    0.000 re.py:203(sub)
       14    0.000    0.000    0.000    0.000 re.py:223(split)
       64    0.000    0.000    0.010    0.000 re.py:250(compile)
       85    0.000    0.000    0.000    0.000 re.py:270(escape)
      703    0.001    0.000    0.011    0.000 re.py:289(_compile)
        2    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
       14    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.000    0.000 re.py:331(filter)
        1    0.000    0.000    0.002    0.002 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 readers.py:1007(_check_file_or_buffer)
        2    0.000    0.000    0.000    0.000 readers.py:1018(_clean_options)
        2    0.000    0.000    0.011    0.006 readers.py:1192(_make_engine)
        2    0.000    0.000    0.180    0.090 readers.py:1240(read)
        2    0.000    0.000    0.000    0.000 readers.py:1282(__enter__)
        2    0.000    0.000    0.000    0.000 readers.py:1285(__exit__)
        2    0.000    0.000    0.000    0.000 readers.py:1349(_clean_na_values)
        2    0.000    0.000    0.000    0.000 readers.py:1424(_refine_defaults_read)
        2    0.000    0.000    0.000    0.000 readers.py:1602(_extract_dialect)
        2    0.000    0.000    0.000    0.000 readers.py:1700(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 readers.py:469(_DeprecationConfig)
        4    0.000    0.000    0.000    0.000 readers.py:486(validate_integer)
        2    0.000    0.000    0.000    0.000 readers.py:515(_validate_names)
        2    0.000    0.000    0.192    0.096 readers.py:539(_read)
        2    0.000    0.000    0.192    0.096 readers.py:584(read_csv)
        1    0.000    0.000    0.000    0.000 readers.py:879(TextFileReader)
        2    0.000    0.000    0.011    0.006 readers.py:886(__init__)
        2    0.000    0.000    0.000    0.000 readers.py:935(close)
        2    0.000    0.000    0.000    0.000 readers.py:940(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.000    0.000    0.000    0.000 reduce.py:1(<module>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reshape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reshape.py:55(_Unstacker)
        1    0.000    0.000    0.002    0.002 rolling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:112(BaseWindow)
        1    0.000    0.000    0.000    0.000 rolling.py:1275(RollingAndExpandingMixin)
        1    0.000    0.000    0.001    0.001 rolling.py:1668(Rolling)
        1    0.000    0.000    0.000    0.000 rolling.py:2594(RollingGroupby)
        1    0.000    0.000    0.000    0.000 rolling.py:643(BaseWindowGroupby)
